title,price,paper_price,isbn,rating,page,publisher
زمانی برای انقراض خاندان فخر ملکی,8000,13000,9786008211785,4.5,160,انتشارات کتاب کوله‌پشتی
قانون جذب در روابط,7000,14000,9789648759587,3.87,186,انتشارات درسا
فروخته‌شده,6900,13900,9786007683644,4.2,159,انتشارات تیسا
اصول کارکرد مغز در کودکان,18000,30000,9789642785810,4.6,320,انتشارات صابرین
جواب مثبت بگیریم,12000,22000,9786008237563,3.83,250,انتشارات آموخته
قارچ‌ها در شهر,8500,17200,9789647081481,4.05,280,انتشارات کتاب خورشید
زندگی من,3000,5000,9786006687902,4.32,104,انتشارات کتاب کوله‌پشتی
بازگشت,9500,17500,9789644487408,3.82,160,نشر نیلوفر
ابله,5900,10800,9789640015902,4.13,288,انتشارات امیرکبیر
بعد از عشق,1100,2000,9645840481,3.64,233,انتشارات کتاب‌سرا
چگونه زمان را متوقف کنیم,20000,40000,9789644085024,4.11,426,نشر هیرمند
کار را انجام دهید,4500,12000,9786009678464,4.22,90,نشر راویس
دفتر بزرگ,6800,17000,9789641911630,4.27,168,انتشارات مروارید
تمام آنچه که هرگز به تو نگفتم,6900,18000,9786007642665,4.54,287,انتشارات کتاب کوله‌پشتی
زبان و اندیشه,2500,5000,9647100647,4.23,100,هرمس
هنر همیشه بر حق بودن,5900,8000,9789643116354,4.05,136,گروه انتشاراتی ققنوس
صداهایی از چرنوبیل,6900,20000,9786007642818,4.41,264,انتشارات کتاب کوله‌پشتی
پایان تنهایی,16000,27000,9786002784247,3.63,311,گروه انتشاراتی ققنوس
انقلاب مشروطیت ایران,6900,12000,9789643116675,4.36,152,گروه انتشاراتی ققنوس
عشق در زمان وبا,15000,37000,9789643115890,4.28,542,گروه انتشاراتی ققنوس
هاشمی بدون روتوش,8000,16200,9643342735,3.81,313,انتشارات روزنه
لینکلن در باردو,12000,35000,9789644531231,3.22,336,انتشارات مجید
پاسخ,8800,26000,9786001182327,4.86,288,ذهن‌آویز
ناصر ارمنی,7290,13000,9789643373412,3.79,179,انتشارات کتاب نیستان
ماتریکس الهی,12500,25000,9786006721309,5,264,نشر نامک
دو دنیا,8000,20000,9789644481970,4.24,172,نشر نیلوفر
ظلمت آشکار,4200,7000,9789649971735,4.21,72,نشر ماهی
روز جغد/ یک داستان ساده,7000,13500,9786007131107,3.71,164,انتشارات کتاب خورشید
دختر گمشده,8000,16000,9786007131121,3.38,178,انتشارات کتاب خورشید
جاناتان مرغ دریایی,6000,10000,9786006687247,4.44,144,انتشارات کتاب کوله‌پشتی
برنامه‌ریزی بازاریابی استراتژیک برای کسب‌وکارهای کوچک تا متوسط,7450,14900,9786007212783,4.54,157,انتشارات تیسا
آن‌سوی اتهام,15000,nan,9643126226,5,288,نشر نی
دنیای معرکه‌ی تام گیتس,8500,12500,9789643699871,4.15,256,نشر افق
دماغ,8500,17000,9786002532558,4.4,212,بنگاه ترجمه و نشر کتاب پارسه
تصمیم‌گیری,10000,19200,9786007212301,3.73,275,انتشارات تیسا
ما همه باید فمینیست باشیم,2500,7500,9786008211167,4.03,64,انتشارات کتاب کوله‌پشتی
حرکت در مه,33000,55000,9786002296856,3.56,721,نشر چشمه
سکوت قبر,12900,28000,9786001199950,3.89,298,نشر قطره
مادربزرگ سلام رساند و گفت متاسف است,8000,27000,9786007141892,4.33,400,نشر نون
مدیریت خویشتن,4500,7500,9786005253290,4.05,198,انتشارات سیته
چند روایت معتبر,4500,9000,9789643621377,4.54,106,ناشر مولف ۲۰۵
خیابان جیغ ۲,4200,7000,9786002960788,4.83,144,انتشارات پیدایش
ماجراهای شرلوک هلمز(۱ ),1200,2300,9789643076788,3.87,16,نشر و تحقیقات ذکر
مترو ۲۰۳۴,20000,29000,9786001821943,3.57,480,انتشارات کتابسرای تندیس
ورق‌ها روی میز,7200,18000,9789643639778,4.67,278,هرمس
عشق روی پیاده‌رو,6000,12000,9786002291165,3.82,137,ناشر مولف ۲۰۵
قوی سیاه,20000,28000,9786006227917,4.88,348,انتشارات آریانا قلم
طریق شاهان,15000,35000,9786006225845,5,632,آذرباد
ایران،جامعه کوتاه مدت و ۳ مقاله دیگر,7200,12000,9789641852278,4.04,165,نشر نی
آخرین شاهدان,19500,39000,9789644084027,4.17,436,نشر هیرمند
حق نوشتن,11000,22000,9789644084232,4.33,352,نشر هیرمند
تمرکز روی هدف,6000,nan,9647851065,5,224,راشین
بهانه بی بهانه!,7000,nan,9786005248241,5,304,راشین
زندگی کم‌خرج (نسخه PDF),8500,15000,9786007022030,3.86,291,انتشارات آوند دانش
ربکا,12500,nan,9789643697570,4.61,694,نشر افق
ذن در هنر عکاسی خیابانی,12450,24900,9786007683484,4.67,340,انتشارات تیسا
نفر دیگری که در بهشت ملاقات می‌کنید,9800,22000,9786222010423,3.83,198,نشر قطره
سه‌گانه دوقلوها,9590,24900,nan,4.56,0,فیدیبو
بنیانگذاری آمریکا و قانون اساسی آن,6900,nan,9789643114930,4.4,165,گروه انتشاراتی ققنوس
هدف,7500,nan,9789647851954,4.83,308,راشین
اگر شبی از شب‌‌های زمستان مسافری,9000,15000,9643290573,3.82,317,آگه
نبرد قدرت در ایران,40800,68000,9789641855460,3.22,807,نشر نی
زیر پوست زندگی,11750,25000,9786002533111,4,234,بنگاه ترجمه و نشر کتاب پارسه
آشنایی با انیشتین,1750,3500,9789643074999,4,63,نشر و تحقیقات ذکر
اعتماد به نفس,4000,9500,9789646617926,4.47,96,نشر معیار اندیشه
کافه‌ای به نام چرا,4500,9000,9786005138115,4.32,112,انتشارات لیوسا
لذت خواندن در عصر حواس‌ پرتی,7400,18500,9786008091288,4.33,232,ترجمان علوم انسانی
خرده روایت‌های بی‌زن و شوهری,5000,10000,9786009840601,4.5,104,نشر بان
خرد راهبری خود و ديگران,15000,38000,9786001182488,4.17,312,ذهن‌آویز
کاندید,4000,10000,9789643510619,4.13,136,انتشارات نگاه
احساسات ناگفتنی,6900,12500,9789645506436,4.19,228,انتشارات کتاب‌سرا
هرگز رهایم مکن,16000,21000,9789643116279,3.76,367,گروه انتشاراتی ققنوس
عکاسی خیابانی با اریک کیم,8000,16000,9786007683446,4.78,232,انتشارات تیسا
پسری که می‌خواست رئیس جمهور شود,5000,nan,9789642855995,4.06,191,انتشارات گام
هدف‌ها,13500,27000,9786003400528,4.22,335,انتشارات لیوسا
راز سایه,8000,15000,9786003400603,4.08,216,انتشارات لیوسا
طوفان دیگری در راه است,22900,30000,9643373770,4.23,396,انتشارات کتاب نیستان
لاک‌پشت رو لاک‌پشت,10000,20000,9789644531217,3.21,288,انتشارات مجید
هفده انگلیسی مسموم,2000,3500,9789648944686,3.43,59,انتشارات کتابسرای تندیس
جامعه‌شناسی نخبه‌کشی,13200,22000,9643123502,4.63,238,نشر نی
مجموعه ۴  آموزش زبان دامیز,10800,12000,nan,3.33,0,فیدیبو
اعتماد,6000,10000,9789643292225,4.18,181,آگه
هنری زلزله پولدار می‌شود,2990,5500,9789643693565,4.25,78,نشر افق
افسانه‌ های بی‌زمان,7000,nan,9648564808,4.5,473,انتشارات روشنگران و مطالعات زنان
همسر خاموش,10000,25000,9786006605722,3,352,نشر آموت
لبخند‌ بی‌لهجه,6000,15000,9789643636791,4.04,222,هرمس
فوت و فن های عشق ورزیدن,2700,4500,9789644427817,4.1,208,انتشارات البرز
سباستین,15000,20000,9786008482024,4.6,168,نشر مثلث
اصول گرامر (نسخه PDF),7800,13000,9786007022832,4.05,196,انتشارات آوند دانش
دکترین شوک,42500,85000,9789642070756,5,734,نشر اختران
افسانه‌های هزار و یک شب,2000,3000,9786001030031,3.73,120,انتشارات محراب قلم
آداب روزانه,12000,20000,9789642092352,3.62,296,نشر ماهی
آشنایی با پروفسور حسابی,1250,2500,9789643074883,4.15,56,نشر و تحقیقات ذکر
قتل در قطار سريع‌السير شرق,9600,24000,9789643636012,4.43,279,هرمس
۱۲۴  نکته برای ایجاد رابطه‌ی بهتر,8000,18000,۹۷۸۶۰۰۱۱۸۱۶۲۷,3.96,144,ذهن‌آویز
هری پاتر و محفل ققنوس,15000,25000,9645757746,3.96,415,انتشارات کتابسرای تندیس
نفحات نفت,9000,18000,9789643695538,4.48,229,نشر افق
قمارباز,11400,19000,9786002291820,4.46,215,نشر چشمه
آخرین قطار به استانبول,10500,nan,978600967841,3.63,300,نشر راویس
کرم ابریشم,30000,45000,9786001821769,4.42,808,انتشارات کتابسرای تندیس
وحشت,15000,49500,9786006395678,3.63,542,مهراندیش
قلعه حیوانات,3200,8500,9789645620545,4.51,128,انتشارات جامی
کیمیاگر,8500,17000,9789646404465,4.19,243,نشر ثالث
مادربزرگ سلام می‌رساند و می‌گوید متاسف است,7500,28000,9786008211594,4.01,488,انتشارات کتاب کوله‌پشتی
واکسیناسیون روانی کودک,8000,20000,9789643518967,4.08,203,انتشارات نگاه
برگ اضافی,15000,nan,9789648496987,4.14,160,نشر مثلث
قلب نارنجی فرشته,7200,12000,9786002299161,3.93,120,نشر چشمه
ادواردو,9000,20000,9786009819904,4.7,320,انتشارات عهد مانا
شهرهای گمشده,11900,29500,9786009717088,4.05,370,کتاب سده
مهارت‌های استادی,20000,59000,9786006958798,4.06,593,هورمزد
آن هنگام که نفس هوا می‌شود,5000,14000,9786008211228,4.51,200,انتشارات کتاب کوله‌پشتی
خدمتکارها,20000,30000,9789643119973,4.59,446,گروه انتشاراتی ققنوس
بلندی‌های بادگیر,10000,nan,9789643698508,4,598,نشر افق
شبح شوخ‌طبع,8900,24000,9786009717026,4.75,323,کتاب سده
خانواده تیبو,18000,nan,9644480708,3.88,628,نشر نیلوفر
راز شاد زيستن در روزهای سخت,6000,nan,9786005248227,4,240,راشین
گیرنده شناخته نشد,3000,5000,9789647948524,4.54,59,نشر ماهی
آیا تو همسر مناسبی برای من هستی؟,10000,25000,9644182073,4.82,499,آسیم
سه‌شنبه‌ها با موری,9900,20000,9789643413132,4.48,264,نشر قطره
تاریخ پزشکی,6900,12000,9789643116378,4.42,173,گروه انتشاراتی ققنوس
هاروکی موراکامی به دیدار هایائو کاوای می‌رود,9600,16000,9786002299482,3.2,139,نشر چشمه
اعترافات‌,19800,33000,9789644482847,3.86,847,نشر نیلوفر
مدار رأس السرطان,12000,24000,9789643117832,4.63,391,گروه انتشاراتی ققنوس
اسب ‌رقصان,15000,40000,9786003840638,2.58,656,نشر آموت
جزیره‌ی شاتر,21600,36000,9786002294586,3.78,435,نشر چشمه
ماه عسل در پاریس,4200,7000,9786008211143,3.62,88,انتشارات کتاب کوله‌پشتی
فراموشکاری,2000,3500,9786001820076,3.88,62,انتشارات کتابسرای تندیس
انسان‌ها، هیچ‌جا خانه نمی‌شود,14500,29000,9789644083624,4.25,352,نشر هیرمند
تاریخ روی تردمیل,11000,22000,9789643347123,4,262,انتشارات روزنه
پاکسازی ذهن برای موفق‌شدن در زندگی,5000,20000,9786009704293,3.69,200,انتشارات نگاه نوین
۱۰۰۱  راهکار تبلیغاتی,10800,18000,9786005253504,3.61,263,انتشارات سیته
معنای زندگی,5000,10000,9786009640379,4.55,128,نشر بان
سينما و مرگ,12500,21000,9786002784346,4.2,216,گروه انتشاراتی ققنوس
پدرو پارامو,6600,11000,9789642092741,4.75,196,نشر ماهی
زنی با موهای قرمز,9000,18000,9786007141816,3.72,131,نشر نون
دوست داشتم کسی جایی منتظرم باشد,5400,9000,9786006687926,4.3,144,انتشارات کتاب کوله‌پشتی
مذاکره,4500,9000,9786003400122,4,120,انتشارات لیوسا
ده روز با داعش از درون دولت اسلامی,6900,20000,9786007642658,4.13,312,انتشارات کتاب کوله‌پشتی
بخت پریشان,11500,23000,9789644083099,3.94,304,نشر هیرمند
ادبیات تبلیغ,14400,24000,9786005253658,4.12,347,انتشارات سیته
جنس ضعیف,11000,20000,9789643514341,2.67,198,انتشارات نگاه
از کجا بفهمیم دیگران به چه فکر می‌کنند,7500,nan,9786005248319,4.43,318,راشین
پیرمرد و دریا,4100,7500,9789640012383,4.2,151,انتشارات امیرکبیر
راهبی که اتومبیل فراری خود را فروخت...,20000,30000,9786009133307,3.73,302,نشر تیر
آش انار,8200,15000,9789645506290,3.49,298,انتشارات کتاب‌سرا
منشأ,30000,60000,9786007132432,3.23,632,انتشارات بهنام
موبی دیک,7000,nan,9789643695330,4.2,304,نشر افق
گفت‌گو‌های کوتاه خودمانی به زبان انگلیسی (نسخه PDF),3600,6000,9786007022016,4.08,118,انتشارات آوند دانش
دن کیشوت,17500,50000,964723095X,4.05,0,نشر ثالث
طریق شاهان,15000,35000,9786006225838,4.89,608,آذرباد
استخوان خوک و دست‌های جذامی,4000,8000,9789643621971,3.68,87,ناشر مولف ۲۰۵
جایگاه ما در جهان هستی - تئوری همه چیز (مبدأ و سرنوشت عالم),3900,7000,9786007642238,4.05,119,انتشارات کتاب کوله‌پشتی
